customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
15405,AW00026404,Trisha Wu,67,50 and above,New,22-12-2013,148,1,1775,3,3,1775,1775
9283,AW00020282,Trisha Xu,81,50 and above,New,05-07-2013,154,1,37,3,3,37,37
16167,AW00027166,Trisha Ye,47,40-49,New,17-10-2013,150,1,827,3,3,827,827
7157,AW00018156,Trisha Zhang,56,50 and above,New,25-12-2013,148,2,82,5,5,41,27.3333
11711,AW00022710,Trisha Zhao,46,40-49,New,18-04-2013,156,1,4,1,1,4,4
11438,AW00022437,Trisha Zheng,50,50 and above,New,19-08-2013,152,1,1739,4,4,1739,1739
1687,AW00012686,Trisha Zhou,48,40-49,VIP,01-10-2013,151,3,6864,5,5,2288,361.2632
249,AW00011248,Tristan Alexander,60,50 and above,New,14-07-2013,153,1,38,3,3,38,38
11682,AW00022681,Tristan Barnes,56,50 and above,New,10-06-2013,154,1,132,5,5,132,132
10796,AW00021795,Tristan Bennett,66,50 and above,New,12-03-2013,157,1,613,5,5,613,613
13442,AW00024441,Tristan Bryant,69,50 and above,New,30-05-2013,155,1,2419,2,2,2419,2419
14866,AW00025865,Tristan Butler,74,50 and above,Regular,08-07-2013,154,2,4644,3,3,2322,160.1379
4884,AW00015883,Tristan Coleman,74,50 and above,New,04-04-2013,157,1,90,4,4,90,90
7518,AW00018517,Tristan Diaz,44,40-49,New,16-09-2013,151,1,79,2,2,79,79
7371,AW00018370,Tristan Flores,49,40-49,New,14-10-2013,150,1,1701,1,1,1701,1701
14427,AW00025426,Tristan Foster,54,50 and above,New,10-06-2013,154,1,2419,2,2,2419,2419
6527,AW00017526,Tristan Gonzales,63,50 and above,New,02-04-2013,157,1,5,1,1,5,5
12273,AW00023272,Tristan Hayes,58,50 and above,New,22-03-2013,157,1,39,3,3,39,39
1225,AW00012224,Tristan Henderson,85,50 and above,New,15-11-2013,149,1,85,2,2,85,85
478,AW00011477,Tristan Hughes,41,40-49,New,25-09-2013,151,1,35,1,1,35,35
3787,AW00014786,Tristan Jenkins,47,40-49,New,11-08-2013,152,1,67,3,3,67,67
16567,AW00027566,Tristan Long,61,50 and above,New,19-06-2013,154,1,27,3,3,27,27
16089,AW00027088,Tristan Patterson,44,40-49,New,04-09-2012,164,1,2071,1,1,2071,2071
14867,AW00025866,Tristan Perry,74,50 and above,Regular,06-08-2013,153,2,4604,4,4,2302,153.4667
17281,AW00028280,Tristan Powell,85,50 and above,New,26-08-2013,152,1,5,1,1,5,5
6344,AW00017343,Tristan Price,42,40-49,New,20-05-2013,155,1,40,2,2,40,40
1073,AW00012072,Tristan Ross,76,50 and above,VIP,12-03-2013,157,2,5951,6,6,2975.5,371.9375
14004,AW00025003,Tristan Russell,42,40-49,New,16-06-2013,154,1,49,2,2,49,49
11342,AW00022341,Tristan Washington,66,50 and above,New,27-01-2014,147,1,74,4,4,74,74
10916,AW00021915,Tristan Wood,58,50 and above,New,11-03-2013,157,1,570,3,3,570,570
4222,AW00015221,Troy Arun,51,50 and above,New,22-10-2013,150,2,4447,5,5,2223.5,404.2727
10407,AW00021406,Troy Chandra,61,50 and above,New,18-03-2013,157,1,75,3,3,75,75
3654,AW00014653,Troy Fernandez,61,50 and above,Regular,05-08-2013,153,2,1547,4,4,773.5,64.4583
18291,AW00029290,Troy Garcia,57,50 and above,New,12-02-2013,158,1,5,1,1,5,5
17518,AW00028517,Troy Gonzalez,51,50 and above,New,28-12-2013,148,1,578,4,4,578,578
13611,AW00024610,Troy Kapoor,48,40-49,New,10-09-2013,151,1,40,2,2,40,40
12605,AW00023604,Troy Kovar,65,50 and above,New,26-09-2013,151,1,4,1,1,4,4
8428,AW00019427,Troy Lopez,50,50 and above,New,13-06-2013,154,2,1967,5,5,983.5,245.875
14468,AW00025467,Troy Madan,49,40-49,New,05-11-2013,150,1,1151,4,4,1151,1151
570,AW00011569,Troy Malhotra,49,40-49,New,20-11-2013,149,1,35,1,1,35,35
9824,AW00020823,Troy Martinez,43,40-49,Regular,01-04-2013,157,2,4217,4,4,2108.5,281.1333
4091,AW00015090,Troy Mehta,56,50 and above,New,23-07-2013,153,1,164,2,2,164,164
3969,AW00014968,Troy Patel,56,50 and above,New,30-07-2013,153,1,49,3,3,49,49
5285,AW00016284,Troy Perez,57,50 and above,New,12-06-2013,154,1,7,2,2,7,7
11675,AW00022674,Troy Prasad,57,50 and above,New,02-07-2013,154,1,575,2,2,575,575
10165,AW00021164,Troy Raman,62,50 and above,New,07-08-2013,153,1,69,3,3,69,69
8509,AW00019508,Troy Rana,45,40-49,New,07-09-2013,152,1,6,2,2,6,6
17759,AW00028758,Troy Rodriguez,49,40-49,New,05-01-2013,160,2,2603,4,4,1301.5,433.8333
5516,AW00016515,Troy Sai,40,40-49,Regular,18-03-2013,157,2,4733,3,3,2366.5,182.0385
14560,AW00025559,Troy Sanchez,40,40-49,Regular,15-10-2013,150,2,1253,4,4,626.5,41.7667
11584,AW00022583,Troy Sara,43,40-49,Regular,13-07-2013,153,2,2821,6,6,1410.5,217
4628,AW00015627,Troy Srini,47,40-49,VIP,27-08-2013,152,3,6944,7,7,2314.6667,385.7778
8608,AW00019607,Troy Subram,55,50 and above,VIP,06-05-2013,156,2,6054,3,3,3027,288.2857
1252,AW00012251,Troy Suri,43,40-49,Regular,19-07-2013,153,2,3925,3,3,1962.5,206.5789
2149,AW00013148,Tyler Anderson,40,40-49,New,18-03-2013,157,1,1137,3,3,1137,1137
840,AW00011839,Tyler Brown,49,40-49,VIP,12-06-2013,154,2,5955,4,4,2977.5,313.4211
1909,AW00012908,Tyler Clark,49,40-49,New,06-03-2013,158,1,86,2,2,86,86
5884,AW00016883,Tyler Davis,59,50 and above,New,05-01-2014,148,1,49,3,3,49,49
11778,AW00022777,Tyler Garcia,69,50 and above,New,05-06-2013,155,1,194,3,3,194,194
13344,AW00024343,Tyler Harris,49,40-49,New,08-03-2013,158,1,2443,3,3,2443,2443
6043,AW00017042,Tyler Jackson,51,50 and above,New,27-05-2013,155,1,1736,2,2,1736,1736
1933,AW00012932,Tyler Johnson,50,50 and above,New,27-10-2013,150,2,49,3,3,24.5,8.1667
16447,AW00027446,Tyler Jones,45,40-49,New,16-10-2013,150,2,4468,3,3,2234,406.1818
12141,AW00023140,Tyler Lee,53,50 and above,New,16-02-2013,158,1,39,2,2,39,39
4553,AW00015552,Tyler Lewis,53,50 and above,New,25-01-2013,159,2,1427,5,5,713.5,285.4
16725,AW00027724,Tyler Martin,44,40-49,New,26-09-2013,151,1,70,1,1,70,70
17202,AW00028201,Tyler Martinez,51,50 and above,New,19-01-2013,159,1,2419,2,2,2419,2419
941,AW00011940,Tyler Miller,43,40-49,New,25-12-2013,148,2,70,2,2,35,17.5
3452,AW00014451,Tyler Moore,56,50 and above,New,11-07-2013,153,2,3362,5,5,1681,420.25
15326,AW00026325,Tyler Robinson,44,40-49,Regular,24-08-2013,152,2,4478,5,5,2239,279.875
1086,AW00012085,Tyler Rodriguez,72,50 and above,New,24-08-2013,152,2,108,5,5,54,54
9342,AW00020341,Tyler Smith,59,50 and above,New,28-07-2013,153,1,57,2,2,57,57
1033,AW00012032,Tyler Taylor,41,40-49,New,20-02-2013,158,1,615,4,4,615,615
16503,AW00027502,Tyler Thompson,45,40-49,New,30-01-2013,159,1,70,1,1,70,70
5770,AW00016769,Tyler Walker,49,40-49,New,17-10-2013,150,1,5,1,1,5,5
3292,AW00014291,Tyler White,63,50 and above,New,16-08-2013,152,3,259,8,8,86.3333,43.1667
7913,AW00018912,Tyler Williams,45,40-49,New,07-06-2013,155,1,70,1,1,70,70
4880,AW00015879,Tyler Wilson,75,50 and above,New,15-08-2013,152,3,197,6,6,65.6667,49.25
8465,AW00019464,Tyrone Alonso,91,50 and above,New,17-10-2013,150,1,59,2,2,59,59
16694,AW00027693,Tyrone Alvarez,53,50 and above,New,10-09-2013,151,1,540,1,1,540,540
8459,AW00019458,Tyrone Blanco,54,50 and above,New,13-06-2013,154,2,1957,3,3,978.5,326.1667
11663,AW00022662,Tyrone Carlson,56,50 and above,New,20-11-2013,149,1,5,1,1,5,5
2117,AW00013116,Tyrone Diaz,54,50 and above,New,19-11-2013,149,3,230,6,6,76.6667,28.75
17251,AW00028250,Tyrone Dominguez,51,50 and above,VIP,03-12-2013,149,2,6016,3,3,3008,194.0645
17574,AW00028573,Tyrone Gill,46,40-49,New,21-04-2011,180,1,3578,1,1,3578,3578
12298,AW00023297,Tyrone Gomez,48,40-49,New,03-09-2013,152,1,37,3,3,37,37
2532,AW00013531,Tyrone Gutierrez,59,50 and above,New,05-09-2013,152,1,70,1,1,70,70
1272,AW00012271,Tyrone Hernandez,61,50 and above,VIP,18-05-2013,155,3,5683,7,6,1894.3333,437.1538
13846,AW00024845,Tyrone Jimenez,70,50 and above,New,03-10-2013,151,1,69,4,4,69,69
9843,AW00020842,Tyrone Moreno,60,50 and above,Regular,06-09-2013,152,2,1952,5,5,976,150.1538
1871,AW00012870,Tyrone Munoz,44,40-49,New,13-12-2013,148,1,49,3,3,49,49
14558,AW00025557,Tyrone Navarro,40,40-49,Regular,24-10-2013,150,2,1262,4,4,631,42.0667
1584,AW00012583,Tyrone Ortega,44,40-49,Regular,10-10-2013,150,2,2646,3,3,1323,139.2632
16232,AW00027231,Tyrone Ramos,61,50 and above,New,04-10-2012,163,1,2049,1,1,2049,2049
4625,AW00015624,Tyrone Rubio,42,40-49,VIP,23-09-2013,151,3,6990,7,7,2330,537.6923
14769,AW00025768,Tyrone Ruiz,58,50 and above,New,18-04-2013,156,1,75,3,3,75,75
17432,AW00028431,Tyrone Sanz,44,40-49,New,21-08-2013,152,1,198,4,4,198,198
361,AW00011360,Tyrone Serrano,42,40-49,VIP,22-12-2013,148,3,5025,6,6,1675,173.2759
4685,AW00015684,Tyrone Suarez,70,50 and above,VIP,01-07-2013,154,3,6963,8,8,2321,464.2
17711,AW00028710,Tyrone Vazquez,67,50 and above,New,02-08-2013,153,1,34,2,2,34,34
3848,AW00014847,Vadim Sazanovich,46,40-49,VIP,19-11-2013,149,3,6725,7,6,2241.6667,249.0741
8470,AW00019469,Valerie Cai,57,50 and above,New,08-01-2014,148,1,39,2,2,39,39
8912,AW00019911,Valerie Chen,65,50 and above,New,07-11-2013,150,2,3335,4,4,1667.5,303.1818
12158,AW00023157,Valerie Gao,49,40-49,New,15-08-2013,152,1,70,3,3,70,70
10677,AW00021676,Valerie Guo,49,40-49,New,28-12-2013,148,1,23,2,2,23,23
17841,AW00028840,Valerie Harrison,49,40-49,Regular,02-03-2013,158,2,4398,4,4,2199,219.9
4045,AW00015044,Valerie Hu,43,40-49,New,29-08-2013,152,2,3803,5,5,1901.5,380.3
15746,AW00026745,Valerie Huang,57,50 and above,Regular,04-10-2013,151,2,1932,4,4,966,148.6154
16508,AW00027507,Valerie Li,45,40-49,New,07-01-2014,148,1,27,3,3,27,27
17092,AW00028091,Valerie Liang,76,50 and above,New,25-11-2013,149,1,1250,2,2,1250,1250
17454,AW00028453,Valerie Lin,59,50 and above,New,03-08-2013,153,1,36,3,3,36,36
13122,AW00024121,Valerie Liu,43,40-49,New,20-10-2013,150,1,540,1,1,540,540
11914,AW00022913,Valerie Lu,50,50 and above,Regular,05-12-2013,149,2,4684,4,3,2342,260.2222
9227,AW00020226,Valerie She,54,50 and above,VIP,05-06-2013,155,2,6067,5,5,3033.5,319.3158
7591,AW00018590,Valerie Sun,55,50 and above,New,22-05-2013,155,1,120,2,2,120,120
9218,AW00020217,Valerie Wang,42,40-49,VIP,04-06-2013,155,2,6089,5,5,3044.5,320.4737
9298,AW00020297,Valerie Wu,47,40-49,New,12-03-2013,157,1,2466,4,4,2466,2466
12048,AW00023047,Valerie Xu,85,50 and above,New,11-08-2013,152,1,554,3,3,554,554
16362,AW00027361,Valerie Yang,49,40-49,New,19-09-2013,151,1,70,1,1,70,70
17949,AW00028948,Valerie Ye,41,40-49,New,01-03-2013,158,1,2419,2,2,2419,2419
6978,AW00017977,Valerie Zeng,52,50 and above,Regular,31-10-2013,150,2,2966,4,4,1483,247.1667
6766,AW00017765,Valerie Zhang,51,50 and above,New,09-05-2013,156,2,3927,4,4,1963.5,654.5
2494,AW00013493,Valerie Zhao,56,50 and above,New,24-04-2013,156,2,49,4,4,24.5,49
8313,AW00019312,Valerie Zheng,52,50 and above,Regular,05-11-2013,150,2,1564,4,4,782,86.8889
6829,AW00017828,Valerie Zhou,46,40-49,Regular,03-09-2013,152,2,3262,3,3,1631,271.8333
2600,AW00013599,Valerie Zhu,64,50 and above,New,30-09-2013,151,2,51,5,5,25.5,12.75
2811,AW00013810,Vanessa Barnes,56,50 and above,New,19-12-2013,148,1,53,3,3,53,53
1930,AW00012929,Vanessa Bryant,51,50 and above,Regular,27-04-2013,156,2,4820,4,4,2410,321.3333
9546,AW00020545,Vanessa Butler,68,50 and above,New,14-08-2013,152,1,2542,5,5,2542,2542
10590,AW00021589,Vanessa Coleman,50,50 and above,New,19-05-2013,155,2,2589,2,2,1294.5,369.8571
18101,AW00029100,Vanessa Diaz,61,50 and above,New,29-11-2013,149,1,103,4,4,103,103
12366,AW00023365,Vanessa Flores,56,50 and above,New,06-09-2013,152,1,540,1,1,540,540
5373,AW00016372,Vanessa Foster,52,50 and above,New,04-04-2013,157,1,2482,4,4,2482,2482
13970,AW00024969,Vanessa Gonzales,66,50 and above,New,24-02-2013,158,1,35,2,2,35,35
18270,AW00029269,Vanessa Griffin,60,50 and above,New,05-10-2013,151,1,4,1,1,4,4
5472,AW00016471,Vanessa Hayes,107,50 and above,New,03-12-2013,149,1,53,3,3,53,53
2539,AW00013538,Vanessa Henderson,50,50 and above,VIP,04-12-2013,149,2,5908,3,3,2954,179.0303
18039,AW00029038,Vanessa Hughes,54,50 and above,New,19-12-2013,148,1,6,2,2,6,6
2382,AW00013381,Vanessa Jenkins,66,50 and above,New,24-07-2013,153,1,72,2,2,72,72
8534,AW00019533,Vanessa Long,53,50 and above,New,17-02-2013,158,1,1155,2,2,1155,1155
5870,AW00016869,Vanessa Patterson,59,50 and above,New,04-10-2013,151,1,2377,3,3,2377,2377
7225,AW00018224,Vanessa Perry,56,50 and above,New,05-11-2013,150,1,2394,5,5,2394,2394
15631,AW00026630,Vanessa Powell,60,50 and above,New,21-04-2011,180,1,699,1,1,699,699
12570,AW00023569,Vanessa Price,81,50 and above,New,19-07-2013,153,1,40,2,2,40,40
2300,AW00013299,Vanessa Ross,59,50 and above,Regular,02-05-2013,156,2,4835,6,6,2417.5,345.3571
1918,AW00012917,Vanessa Russell,50,50 and above,VIP,19-04-2013,156,2,5898,2,2,2949,393.2
17660,AW00028659,Vanessa Simmons,51,50 and above,New,24-01-2012,171,1,2443,1,1,2443,2443
12820,AW00023819,Vanessa Washington,42,40-49,Regular,12-07-2013,153,2,4802,3,3,2401,240.1
5502,AW00016501,Vanessa Wood,45,40-49,New,02-09-2013,152,1,5,1,1,5,5
7635,AW00018634,Veronica Arun,43,40-49,Regular,27-10-2013,150,2,2427,4,4,1213.5,105.5217
3682,AW00014681,Veronica Chandra,46,40-49,VIP,05-11-2013,150,3,5178,6,6,1726,369.8571
13561,AW00024560,Veronica Fernandez,66,50 and above,New,20-12-2013,148,1,2405,3,3,2405,2405
5944,AW00016943,Veronica Garcia,76,50 and above,New,02-07-2013,154,1,38,3,3,38,38
12312,AW00023311,Veronica Gonzalez,74,50 and above,New,01-02-2013,159,2,3337,3,3,1668.5,556.1667
9254,AW00020253,Veronica Kapoor,50,50 and above,VIP,26-07-2013,153,2,6035,4,4,3017.5,287.381
14678,AW00025677,Veronica Lopez,46,40-49,New,21-06-2013,154,1,60,2,2,60,60
8065,AW00019064,Veronica Madan,67,50 and above,New,25-03-2013,157,1,32,3,3,32,32
14923,AW00025922,Veronica Malhotra,73,50 and above,Regular,13-11-2013,149,2,1274,3,3,637,55.3913
1417,AW00012416,Veronica Martinez,43,40-49,New,29-06-2013,154,1,40,2,2,40,40
6395,AW00017394,Veronica Mehta,45,40-49,New,21-10-2013,150,1,69,2,2,69,69
2964,AW00013963,Veronica Patel,53,50 and above,New,13-01-2014,147,2,139,5,5,69.5,17.375
18004,AW00029003,Veronica Perez,72,50 and above,New,08-09-2013,152,1,5,1,1,5,5
13200,AW00024199,Veronica Prasad,50,50 and above,New,21-10-2013,150,1,1155,2,2,1155,1155
1360,AW00012359,Veronica Raman,50,50 and above,New,07-10-2013,151,3,95,6,6,31.6667,95
8454,AW00019453,Veronica Rana,48,40-49,Regular,14-12-2013,148,3,4268,7,7,1422.6667,170.72
16160,AW00027159,Veronica Rodriguez,40,40-49,New,30-08-2013,152,1,791,4,4,791,791
5510,AW00016509,Veronica Sai,79,50 and above,Regular,07-11-2013,150,2,3258,6,6,1629,171.4737
1459,AW00012458,Veronica Sanchez,52,50 and above,New,04-09-2013,152,1,50,1,1,50,50
16139,AW00027138,Veronica Sara,47,40-49,New,21-09-2013,151,1,777,2,2,777,777
997,AW00011996,Veronica Srini,60,50 and above,VIP,02-08-2013,153,3,7059,11,10,2353,352.95
1486,AW00012485,Veronica Subram,51,50 and above,VIP,23-09-2013,151,2,5923,6,6,2961.5,227.8077
12968,AW00023967,Veronica Suri,58,50 and above,New,07-07-2013,154,1,5,1,1,5,5
5576,AW00016575,Veronica Vance,76,50 and above,VIP,02-09-2013,152,3,6995,8,8,2331.6667,437.1875
7023,AW00018022,Victor Alvarez,41,40-49,New,27-02-2013,158,1,64,3,3,64,64
4587,AW00015586,Victor Blanco,51,50 and above,New,29-09-2013,151,2,4469,6,5,2234.5,446.9
3426,AW00014425,Victor Carlson,52,50 and above,VIP,11-06-2013,154,3,8332,6,6,2777.3333,416.6
1482,AW00012481,Victor Diaz,56,50 and above,New,08-03-2013,158,1,9,1,1,9,9
3785,AW00014784,Victor Dominguez,52,50 and above,New,05-12-2013,149,2,156,5,5,78,31.2
8640,AW00019639,Victor Gill,40,40-49,New,14-02-2013,158,1,64,3,3,64,64
17204,AW00028203,Victor Gomez,51,50 and above,New,05-01-2013,160,1,2384,1,1,2384,2384
16358,AW00027357,Victor Gutierrez,42,40-49,New,16-09-2013,151,1,70,1,1,70,70
12538,AW00023537,Victor Hernandez,61,50 and above,New,12-11-2013,149,1,60,2,2,60,60
462,AW00011461,Victor Jimenez,48,40-49,VIP,21-07-2013,153,3,8089,4,4,2696.3333,351.6957
15886,AW00026885,Victor Martin,44,40-49,New,08-06-2013,155,1,575,2,2,575,575
2772,AW00013771,Victor Moreno,46,40-49,VIP,15-10-2013,150,3,6535,10,10,2178.3333,225.3448
14989,AW00025988,Victor Muñoz,53,50 and above,New,22-08-2013,152,1,40,2,2,40,40
17424,AW00028423,Victor Ortega,42,40-49,New,17-03-2013,157,1,34,2,2,34,34
13247,AW00024246,Victor Ramos,73,50 and above,New,09-05-2013,156,1,10,1,1,10,10
1212,AW00012211,Victor Romero,41,40-49,VIP,15-07-2013,153,2,5908,3,3,2954,211
5194,AW00016193,Victor Rubio,42,40-49,New,26-04-2013,156,2,91,3,3,45.5,45.5
11832,AW00022831,Victor Ruiz,71,50 and above,New,01-05-2013,156,1,40,2,2,40,40
6296,AW00017295,Victor Sanz,49,40-49,Regular,29-10-2013,150,2,4392,4,4,2196,141.6774
13072,AW00024071,Victor Suarez,49,40-49,New,21-05-2013,155,1,13,2,2,13,13
7031,AW00018030,Victor Torres,44,40-49,New,06-03-2013,158,1,65,3,3,65,65
18454,AW00029453,Victor Vazquez,40,40-49,New,03-09-2013,152,1,742,1,1,742,742
9422,AW00020421,Victoria Alexander,40,40-49,New,09-05-2013,156,1,119,3,3,119,119
4800,AW00015799,Victoria Anderson,61,50 and above,New,13-11-2013,149,2,4423,4,3,2211.5,402.0909
18170,AW00029169,Victoria Bailey,62,50 and above,New,09-07-2011,178,1,3578,1,1,3578,3578
13654,AW00024653,Victoria Barnes,74,50 and above,New,29-07-2013,153,1,2393,2,2,2393,2393
14097,AW00025096,Victoria Bennett,48,40-49,New,12-02-2013,158,1,1237,4,4,1237,1237
18455,AW00029454,Victoria Bradley,42,40-49,New,14-09-2013,151,1,742,1,1,742,742
5480,AW00016479,Victoria Brooks,44,40-49,New,22-11-2013,149,3,159,9,7,53,31.8
8533,AW00019532,Victoria Brown,53,50 and above,New,31-01-2013,159,1,1205,3,3,1205,1205
17637,AW00028636,Victoria Bryant,47,40-49,New,26-12-2013,148,1,79,3,3,79,79
2285,AW00013284,Victoria Butler,64,50 and above,New,02-07-2013,154,2,4767,5,5,2383.5,2383.5
13816,AW00024815,Victoria Clark,54,50 and above,New,09-04-2013,157,1,2438,2,2,2438,2438
12709,AW00023708,Victoria Coleman,74,50 and above,New,13-11-2013,149,1,575,2,2,575,575
9621,AW00020620,Victoria Cook,49,40-49,VIP,24-08-2013,152,2,6044,5,5,3022,302.2
2638,AW00013637,Victoria Cooper,48,40-49,VIP,22-12-2013,148,3,6777,6,6,2259,423.5625
13298,AW00024297,Victoria Cox,44,40-49,New,16-02-2013,158,1,39,3,3,39,39
2705,AW00013704,Victoria Davis,46,40-49,Regular,07-06-2013,155,2,2737,4,4,1368.5,228.0833
18327,AW00029326,Victoria Diaz,40,40-49,New,10-08-2011,176,1,3578,1,1,3578,3578
13502,AW00024501,Victoria Garcia,41,40-49,New,27-12-2011,172,1,3578,1,1,3578,3578
752,AW00011751,Victoria Gonzales,50,50 and above,VIP,17-07-2013,153,3,8215,6,6,2738.3333,342.2917
4366,AW00015365,Victoria Gray,49,40-49,Regular,15-08-2013,152,2,3142,6,6,1571,224.4286
9738,AW00020737,Victoria Griffin,91,50 and above,New,21-01-2014,147,1,129,3,3,129,129
12156,AW00023155,Victoria Hall,46,40-49,New,10-06-2013,154,1,609,4,4,609,609
12001,AW00023000,Victoria Henderson,53,50 and above,New,13-01-2014,147,1,94,4,4,94,94
10526,AW00021525,Victoria Howard,67,50 and above,New,16-02-2013,158,1,32,3,3,32,32
8113,AW00019112,Victoria Hughes,50,50 and above,New,27-12-2013,148,1,1765,4,4,1765,1765
16020,AW00027019,Victoria Jackson,55,50 and above,New,13-09-2013,151,1,5,1,1,5,5
7343,AW00018342,Victoria James,44,40-49,New,26-05-2013,155,1,40,2,2,40,40
14429,AW00025428,Victoria Jenkins,51,50 and above,New,07-06-2013,155,1,37,2,2,37,37
17682,AW00028681,Victoria Johnson,54,50 and above,New,03-11-2013,150,1,25,1,1,25,25
2451,AW00013450,Victoria Jones,53,50 and above,Regular,07-06-2013,155,2,4773,3,3,2386.5,367.1538
16270,AW00027269,Victoria Lee,46,40-49,New,10-11-2012,161,1,2049,1,1,2049,2049
310,AW00011309,Victoria Lewis,66,50 and above,New,05-01-2014,148,2,42,3,3,21,8.4
3759,AW00014758,Victoria Long,56,50 and above,New,04-05-2013,156,1,40,2,2,40,40
7080,AW00018079,Victoria Martin,73,50 and above,New,16-09-2013,151,1,1701,1,1,1701,1701
4817,AW00015816,Victoria Miller,44,40-49,New,02-06-2013,155,3,188,8,8,62.6667,62.6667
4159,AW00015158,Victoria Moore,79,50 and above,New,13-02-2013,158,1,40,2,2,40,40
7431,AW00018430,Victoria Morgan,68,50 and above,New,22-10-2013,150,1,1775,3,3,1775,1775
689,AW00011688,Victoria Morris,49,40-49,VIP,14-02-2013,158,2,5967,5,5,2983.5,372.9375
4164,AW00015163,Victoria Murphy,78,50 and above,New,13-09-2013,151,1,7,2,2,7,7
5280,AW00016279,Victoria Patterson,57,50 and above,New,27-09-2013,151,1,49,3,3,49,49
7541,AW00018540,Victoria Perry,77,50 and above,New,25-12-2013,148,1,2401,4,4,2401,2401
16022,AW00027021,Victoria Peterson,49,40-49,New,23-08-2012,164,1,2071,1,1,2071,2071
12017,AW00023016,Victoria Powell,49,40-49,New,05-08-2013,153,1,561,2,2,561,561
10339,AW00021338,Victoria Price,62,50 and above,New,13-08-2013,152,1,24,3,3,24,24
6419,AW00017418,Victoria Ramirez,46,40-49,New,03-05-2013,156,1,40,2,2,40,40
14089,AW00025088,Victoria Reed,54,50 and above,New,13-01-2013,159,1,1250,2,2,1250,1250
13818,AW00024817,Victoria Richardson,40,40-49,New,17-01-2012,171,1,2182,1,1,2182,2182
9041,AW00020040,Victoria Rivera,57,50 and above,New,11-05-2013,155,1,1155,2,2,1155,1155
17838,AW00028837,Victoria Rodriguez,49,40-49,New,09-02-2012,171,1,2182,1,1,2182,2182
4659,AW00015658,Victoria Rogers,61,50 and above,New,01-09-2013,152,1,65,3,3,65,65
318,AW00011317,Victoria Russell,62,50 and above,VIP,18-02-2013,158,2,5873,2,2,2936.5,345.4706
4307,AW00015306,Victoria Sanchez,75,50 and above,New,02-01-2014,148,1,90,3,3,90,90
18079,AW00029078,Victoria Sanders,43,40-49,New,18-08-2013,152,1,64,3,3,64,64
10936,AW00021935,Victoria Simmons,55,50 and above,New,02-01-2014,148,1,39,3,3,39,39
4389,AW00015388,Victoria Smith,59,50 and above,Regular,31-07-2013,153,2,3128,5,5,1564,223.4286
6901,AW00017900,Victoria Snowden,78,50 and above,New,12-08-2013,152,2,2751,3,3,1375.5,343.875
260,AW00011259,Victoria Stewart,55,50 and above,VIP,20-12-2013,148,3,6770,5,5,2256.6667,250.7407
15014,AW00026013,Victoria Taylor,57,50 and above,New,17-07-2012,165,1,2443,1,1,2443,2443
4537,AW00015536,Victoria Thomas,51,50 and above,New,29-12-2013,148,3,250,10,9,83.3333,50
2858,AW00013857,Victoria Thompson,49,40-49,New,10-12-2013,148,1,46,4,4,46,46
6552,AW00017551,Victoria Torres,78,50 and above,New,22-08-2013,152,2,161,7,7,80.5,80.5
4769,AW00015768,Victoria Walker,53,50 and above,New,24-09-2013,151,2,3125,3,3,1562.5,284.0909
2938,AW00013937,Victoria Ware,42,40-49,New,05-08-2013,153,1,86,2,2,86,86
12558,AW00023557,Victoria Washington,40,40-49,New,14-05-2013,155,1,7,2,2,7,7
5126,AW00016125,Victoria Watson,59,50 and above,New,03-12-2013,149,1,589,4,4,589,589
4868,AW00015867,Victoria White,49,40-49,New,13-12-2013,148,1,7,2,2,7,7
10254,AW00021253,Victoria Williams,40,40-49,New,24-09-2013,151,1,1155,2,2,1155,1155
16537,AW00027536,Victoria Wilson,45,40-49,New,25-11-2012,161,1,783,1,1,783,783
1897,AW00012896,Victoria Wood,44,40-49,New,30-03-2013,157,1,45,4,4,45,45
758,AW00011757,Vincent Cai,46,40-49,New,27-11-2013,149,3,57,5,4,19,6.3333
6720,AW00017719,Vincent Gao,82,50 and above,New,19-01-2014,147,1,39,2,2,39,39
7236,AW00018235,Vincent Guo,51,50 and above,New,31-08-2013,152,1,40,2,2,40,40
3139,AW00014138,Vincent He,77,50 and above,Regular,03-06-2013,155,2,4443,5,5,2221.5,193.1739
17373,AW00028372,Vincent Hu,47,40-49,New,27-10-2013,150,1,608,4,4,608,608
7704,AW00018703,Vincent Huang,47,40-49,VIP,29-03-2013,157,2,5314,3,3,2657,253.0476
10208,AW00021207,Vincent Li,54,50 and above,New,25-05-2013,155,1,124,4,4,124,124
9403,AW00020402,Vincent Liang,74,50 and above,New,16-06-2013,154,1,5,1,1,5,5
17517,AW00028516,Vincent Lin,50,50 and above,New,01-12-2013,149,1,563,3,3,563,563
9849,AW00020848,Vincent Liu,62,50 and above,New,25-02-2013,158,2,2558,4,4,1279,255.8
2054,AW00013053,Vincent Lu,45,40-49,New,07-03-2013,158,1,77,2,2,77,77
15488,AW00026487,Vincent Ma,74,50 and above,Regular,05-08-2013,153,2,4456,5,5,2228,297.0667
5586,AW00016585,Vincent Sun,66,50 and above,VIP,21-09-2013,151,3,7192,5,5,2397.3333,423.0588
6101,AW00017100,Vincent Wang,48,40-49,New,23-09-2013,151,1,96,5,5,96,96
